# Idx	Met	Resp	Teff	logg	M/H	vturb	a (linear ld)	u1 (quad ld)	u2 (quad ld)    	b1 (three par)	b2 (three par)	b3 (three par)	c1 (non linear)	c2 (non linear)	c3 (non linear)	c4 (non linear)	l1 (logarithm)	l2 (logarithm)  	e1 (exponent)	e2 (exponent)    	s1 (sqrt law)	s2 (sqrt law)	
42	A100	1	3500.0	4.5	0.0	2.0	0.624940564616	0.373725226379	0.336645470095	1.96153250959	-1.88309836638	0.6754567518	0.511174655199	0.450037324575	-0.112538344859	-0.0402094069065	0.756486463995	0.311113241884	0.594644359324	-0.00251606549931	0.134571405984	0.704498830714
43	A100	1	3500.0	5.0	0.0	2.0	0.600796225821	0.31584602137	0.38185246253	2.11378942208	-2.12962053529	0.762747157987	0.442476055289	0.805429509769	-0.597012441346	0.143261947624	0.749916859242	0.35267844847	0.567003782668	-0.00280642408958	0.0457067477294	0.797480594718
44	A100	1	3500.0	0.0	0.0	8.0	0.845010910616	0.84387061323	0.00152807528543	1.82027390683	-2.00423800946	1.07568264233	0.880207643712	-0.782416977299	1.04454472799	-0.156645323923	0.853890905605	0.0210016734988	0.83439477889	-0.000881657703226	0.78773219183	0.0822906369606
45	A100	1	3500.0	0.5	0.0	8.0	0.836501267244	0.845566414997	-0.0121479084367	1.83304569172	-2.08336574894	1.13188713246	0.894947144843	-0.813228505394	1.01647032454	-0.121076759398	0.840666844852	0.00985181871928	0.826408036331	-0.000838231383495	0.795084100587	0.0595028153127
46	A100	1	3500.0	1.0	0.0	8.0	0.82522810233	0.840390068589	-0.0203180557951	1.847322751	-2.15706925275	1.17967044145	0.88952368622	-0.782914791098	0.923981540747	-0.0657003787185	0.826673706957	0.00341893395529	0.81538736657	-0.000817261947334	0.792741031792	0.0466732109978
47	A100	1	3500.0	1.5	0.0	8.0	0.812264024078	0.829798866151	-0.0234978691745	1.85504024967	-2.20786428582	1.21015088169	0.868797995351	-0.713913381672	0.801398755095	-0.00620309380837	0.812728260391	0.00109794425421	0.802491344567	-0.000811609953064	0.782843668047	0.0422673531942
48	A100	1	3500.0	2.0	0.0	8.0	0.79895424371	0.81581345639	-0.0225924802912	1.85347658095	-2.22971352644	1.22098872692	0.835671466351	-0.617525032282	0.664808872898	0.0510132944865	0.799820588533	0.00204895285869	0.789143060662	-0.000814807628094	0.768049170176	0.0444004028084
49	A100	1	3500.0	2.5	0.0	8.0	0.786098246567	0.798921818192	-0.0171844495173	1.8421538949	-2.21890910155	1.20977368009	0.802593232223	-0.531038503605	0.561039935566	0.0861091758628	0.788895490139	0.0066156339346	0.776087270059	-0.000831400248497	0.748612992871	0.0538539525438
50	A100	1	3500.0	3.0	0.0	8.0	0.770790566783	0.765768710747	0.00672962526075	1.8082561929	-2.11889202062	1.13210377841	0.796832629698	-0.547902647915	0.641103968297	0.016504361598	0.781992250141	0.0264925933864	0.759645951775	-0.000925547640559	0.704489367055	0.0952529678129
51	A100	1	3500.0	3.5	0.0	8.0	0.732066965827	0.645033556481	0.11663062936	1.76266732419	-1.82102861218	0.862111181176	0.817128108901	-0.653503332122	1.00926500149	-0.281902765761	0.782550870334	0.119397193438	0.714924216185	-0.00142368592117	0.52904760836	0.29167189133
52	A100	1	3500.0	4.0	0.0	8.0	0.679136610039	0.488045083155	0.256075514141	1.87085766542	-1.79279611841	0.70749227777	0.746722218938	-0.337129422719	0.793632012535	-0.337950442467	0.780790697687	0.240417473355	0.653427663337	-0.00213509887449	0.294772666798	0.552204280827
53	A100	1	3500.0	4.5	0.0	8.0	0.636348420818	0.378022339613	0.34617434451	2.08378347292	-2.08673724956	0.77537694803	0.652108222394	0.155561038124	0.171975573016	-0.137602171406	0.772270724858	0.321463678107	0.604176340948	-0.0026718547561	0.127524010597	0.731012943472
54	A100	1	3500.0	5.0	0.0	8.0	0.612159145563	0.319889446356	0.391661078398	2.21873506444	-2.29699602816	0.842897256572	0.573135170413	0.52402848689	-0.311822840601	0.0404837533648	0.765610816892	0.362921589841	0.576627673819	-0.00295084844235	0.0392083135563	0.823141472297
55	A100	1	3500.0	0.0	0.0	4.0	0.826187547098	0.836998405258	-0.0144872779377	1.80389573471	-2.05061914388	1.1166262999	0.962069939129	-1.04085422668	1.28171072577	-0.23031234571	0.829395059633	0.0075859424571	0.816090794284	-0.000838523873423	0.788157636064	0.0546364455929
56	A100	1	3500.0	0.5	0.0	4.0	0.818297960738	0.837145159237	-0.0252565151595	1.81237286862	-2.11212268212	1.16045162639	0.954484386205	-1.00994732908	1.19393304305	-0.175866923975	0.817780574772	-0.00122364608903	0.808686851351	-0.000798191737462	0.792914194543	0.0364681042612
57	A100	1	3500.0	1.0	0.0	4.0	0.808190620153	0.8317207138	-0.0315319100048	1.81519118396	-2.15493908582	1.18973940237	0.923933483485	-0.91679287932	1.04529721652	-0.103806590766	0.805516847841	-0.00632361765859	0.798919018418	-0.000769996011838	0.790190614288	0.0258600747252
58	A100	1	3500.0	1.5	0.0	4.0	0.796962696108	0.822264448449	-0.0339060519587	1.80730076091	-2.16794062574	1.19910143603	0.878936040913	-0.79163011381	0.876437650226	-0.0314462324689	0.793443715536	-0.00832258138939	0.787940393981	-0.000749291962058	0.782071584189	0.0213936189721
59	A100	1	3500.0	2.0	0.0	4.0	0.785703255797	0.8104653417	-0.0331828625908	1.79142169829	-2.15656124279	1.19226220993	0.824431868849	-0.646345486494	0.699030466628	0.0380226898501	0.782378254516	-0.00786380976149	0.776856640771	-0.000734701347519	0.770530527255	0.0217982092227
60	A100	1	3500.0	2.5	0.0	4.0	0.774979089674	0.795952352685	-0.0281055847756	1.76682319466	-2.11488452099	1.16478509178	0.773917325732	-0.52157725623	0.565739533754	0.0812680706851	0.773333435744	-0.00389206148978	0.766134931515	-0.000734497307485	0.754538132174	0.029366917564
61	A100	1	3500.0	3.0	0.0	4.0	0.760862068238	0.762586514498	-0.00231087411325	1.72312674977	-1.98738378848	1.07046301316	0.754052064495	-0.506533999526	0.624432791154	0.0147581988202	0.768197969551	0.0173498075612	0.750918629322	-0.000825791327945	0.709915847077	0.0731929253812
62	A100	1	3500.0	3.5	0.0	4.0	0.721569900466	0.637175265631	0.113094493819	1.67748289312	-1.67636750557	0.787896823148	0.76123282786	-0.573410695359	0.960321145495	-0.277861363911	0.770155500621	0.114907599889	0.705371972045	-0.00134521958994	0.527115077712	0.279367478247
63	A100	1	3500.0	4.0	0.0	4.0	0.668730512156	0.480536625666	0.252192480885	1.80170234415	-1.6818491221	0.651745021141	0.678190711979	-0.203643549373	0.667205842539	-0.297750687959	0.768485447053	0.235925873298	0.643919450423	-0.00206053054585	0.292650008331	0.540303709022
64	A100	1	3500.0	4.5	0.0	4.0	0.628812298191	0.376446729665	0.338186856139	2.00146373619	-1.95336983457	0.711683923342	0.574815115929	0.301789718392	0.0376221946274	-0.0930815747105	0.76123241595	0.313180816135	0.597912372365	-0.0025662038052	0.134254777245	0.710516126665
65	A100	1	3500.0	5.0	0.0	4.0	0.603868176739	0.317449191861	0.38382072721	2.1508274598	-2.19447937465	0.795638344412	0.505873523215	0.65500722148	-0.442280929283	0.0873939949159	0.753998718695	0.355066937352	0.569466145549	-0.00285704968496	0.0441656935307	0.804107962393
66	A100	1	3500.0	0.0	0.0	8.0	0.845010910616	0.84387061323	0.00152807528543	1.82027390683	-2.00423800946	1.07568264233	0.880207643712	-0.782416977299	1.04454472799	-0.156645323923	0.853890905605	0.0210016734988	0.83439477889	-0.000881657703226	0.78773219183	0.0822906369606
67	A100	1	3500.0	0.5	0.0	8.0	0.836501267244	0.845566414997	-0.0121479084367	1.83304569172	-2.08336574894	1.13188713246	0.894947144843	-0.813228505394	1.01647032454	-0.121076759398	0.840666844852	0.00985181871928	0.826408036331	-0.000838231383495	0.795084100587	0.0595028153127
68	A100	1	3500.0	1.0	0.0	8.0	0.82522810233	0.840390068589	-0.0203180557951	1.847322751	-2.15706925275	1.17967044145	0.88952368622	-0.782914791098	0.923981540747	-0.0657003787185	0.826673706957	0.00341893395529	0.81538736657	-0.000817261947334	0.792741031792	0.0466732109978
69	A100	1	3500.0	1.5	0.0	8.0	0.812264024078	0.829798866151	-0.0234978691745	1.85504024967	-2.20786428582	1.21015088169	0.868797995351	-0.713913381672	0.801398755095	-0.00620309380837	0.812728260391	0.00109794425421	0.802491344567	-0.000811609953064	0.782843668047	0.0422673531942
70	A100	1	3500.0	2.0	0.0	8.0	0.79895424371	0.81581345639	-0.0225924802912	1.85347658095	-2.22971352644	1.22098872692	0.835671466351	-0.617525032282	0.664808872898	0.0510132944865	0.799820588533	0.00204895285869	0.789143060662	-0.000814807628094	0.768049170176	0.0444004028084
71	A100	1	3500.0	2.5	0.0	8.0	0.786098246567	0.798921818192	-0.0171844495173	1.8421538949	-2.21890910155	1.20977368009	0.802593232223	-0.531038503605	0.561039935566	0.0861091758628	0.788895490139	0.0066156339346	0.776087270059	-0.000831400248497	0.748612992871	0.0538539525438
72	A100	1	3500.0	3.0	0.0	8.0	0.770790566783	0.765768710747	0.00672962526075	1.8082561929	-2.11889202062	1.13210377841	0.796832629698	-0.547902647915	0.641103968297	0.016504361598	0.781992250141	0.0264925933864	0.759645951775	-0.000925547640559	0.704489367055	0.0952529678129
73	A100	1	3500.0	3.5	0.0	8.0	0.732066965827	0.645033556481	0.11663062936	1.76266732419	-1.82102861218	0.862111181176	0.817128108901	-0.653503332122	1.00926500149	-0.281902765761	0.782550870334	0.119397193438	0.714924216185	-0.00142368592117	0.52904760836	0.29167189133
74	A100	1	3500.0	4.0	0.0	8.0	0.679136610039	0.488045083155	0.256075514141	1.87085766542	-1.79279611841	0.70749227777	0.746722218938	-0.337129422719	0.793632012535	-0.337950442467	0.780790697687	0.240417473355	0.653427663337	-0.00213509887449	0.294772666798	0.552204280827
75	A100	1	3500.0	4.5	0.0	8.0	0.636348420818	0.378022339613	0.34617434451	2.08378347292	-2.08673724956	0.77537694803	0.652108222394	0.155561038124	0.171975573016	-0.137602171406	0.772270724858	0.321463678107	0.604176340948	-0.0026718547561	0.127524010597	0.731012943472
76	A100	1	3500.0	5.0	0.0	8.0	0.612159145563	0.319889446356	0.391661078398	2.21873506444	-2.29699602816	0.842897256572	0.573135170413	0.52402848689	-0.311822840601	0.0404837533648	0.765610816892	0.362921589841	0.576627673819	-0.00295084844235	0.0392083135563	0.823141472297
77	A100	1	3500.0	0.0	0.0	0.0	0.794290711729	0.828732482815	-0.0461542925653	1.6457298803	-1.87236961207	1.05249016881	0.960532778355	-1.19447484183	1.45463598067	-0.292296386639	0.785139811387	-0.0216423794664	0.786799850449	-0.000622107536117	0.802085082045	-0.0111979407287
78	A100	1	3500.0	0.5	0.0	0.0	0.790291359145	0.826966619348	-0.049147318386	1.66852027244	-1.9352598702	1.08928459934	0.937316895082	-1.10303727514	1.31133266925	-0.222998736641	0.780275475278	-0.023688112779	0.782854840921	-0.000617594406908	0.800629688344	-0.0148527710281
79	A100	1	3500.0	1.0	0.0	0.0	0.784891512847	0.821153572398	-0.0485936016878	1.68148723943	-1.97164982409	1.10828926251	0.893263721525	-0.959809233897	1.12235536166	-0.142317765425	0.775201419222	-0.0229176010516	0.777456243525	-0.000617490687049	0.793927235408	-0.0129813546933
80	A100	1	3500.0	1.5	0.0	0.0	0.778977089586	0.8133471236	-0.0460581600581	1.68488950345	-1.98428834816	1.11254660373	0.833790450851	-0.780550124579	0.903718761717	-0.0547953273603	0.770240891616	-0.0206615856906	0.771556625781	-0.000616261105642	0.784806582728	-0.00837505995211
81	A100	1	3500.0	2.0	0.0	0.0	0.773178483907	0.8044622015	-0.0419222882221	1.67895815632	-1.97333760369	1.10252507398	0.770023202139	-0.597927738824	0.693798341887	0.0244599907779	0.765890290401	-0.0172369759906	0.765774080116	-0.000614927339661	0.774314349013	-0.00163186371974
82	A100	1	3500.0	2.5	0.0	0.0	0.767339659228	0.793145404181	-0.034581435997	1.66478887435	-1.93723261431	1.07577900075	0.713066034025	-0.44368005317	0.532620301338	0.0774563642836	0.762583308363	-0.011249029762	0.759815162521	-0.000624900920159	0.76015364246	0.0103239372256
83	A100	1	3500.0	3.0	0.0	0.0	0.753551318588	0.752520707489	0.00138108827394	1.64183347738	-1.82551354799	0.979771224853	0.682461162885	-0.376139736211	0.538333013953	0.0242967036875	0.761575328977	0.018977223136	0.744263750876	-0.00077132196817	0.702240349443	0.0737169479951
84	A100	1	3500.0	3.5	0.0	0.0	0.706060569265	0.603312015898	0.137689980606	1.66867647809	-1.62667243141	0.736591900531	0.662153116879	-0.289247761159	0.666832978037	-0.190450496451	0.763455244022	0.1357415428	0.688883423753	-0.00142654245908	0.481328672468	0.322865652806
85	A100	1	3500.0	4.0	0.0	0.0	0.653950803283	0.45223782102	0.270308979599	1.82587956511	-1.71529545696	0.651604805784	0.576514616466	0.121180284713	0.281583146771	-0.155540064972	0.760457086037	0.251893179984	0.628296507267	-0.00213056019704	0.254058620548	0.574513242095
86	A100	1	3500.0	4.5	0.0	0.0	0.618836961901	0.359603875404	0.347389792679	2.00866367845	-1.96497693313	0.70871941303	0.479422385991	0.59105695511	-0.304397517807	0.0375077755007	0.754645273754	0.321194080355	0.587717349827	-0.002584448499	0.112625435589	0.727259090631
87	A100	1	3500.0	5.0	0.0	0.0	0.595875531288	0.304991096913	0.38980473024	2.15739431564	-2.20901046661	0.797464316012	0.422219441453	0.908931297601	-0.746565379124	0.206339222616	0.748226920778	0.360319363153	0.561405187996	-0.00286272292757	0.028577850131	0.815019758088
88	A100	1	3500.0	0.0	0.0	1.0	0.800007875523	0.829814665114	-0.0399431052437	1.69575914497	-1.94757834724	1.0867011545	0.988805989064	-1.22804679138	1.47735740705	-0.297669092933	0.793452801526	-0.0155031082807	0.791751052302	-0.000685719806806	0.797631165141	0.00341454933539
89	A100	1	3500.0	0.5	0.0	1.0	0.794905928648	0.828487731848	-0.0450018776892	1.71044025034	-2.00137404378	1.12067330979	0.963975407029	-1.13994399969	1.33755581132	-0.228933071552	0.786689023482	-0.0194334298245	0.786872085073	-0.000667201600054	0.79801121628	-0.00446127466986
90	A100	1	3500.0	1.0	0.0	1.0	0.788300994544	0.822969477285	-0.0464581014505	1.71672069794	-2.03166605785	1.13841047527	0.914957718204	-0.98872287499	1.13748080957	-0.14256906647	0.779643541448	-0.020475349761	0.780430781978	-0.000653612230316	0.792919113567	-0.00663471467148
91	A100	1	3500.0	1.5	0.0	1.0	0.781120373761	0.81497153326	-0.0453628332686	1.7116990396	-2.03328400954	1.13818480186	0.851256557874	-0.805386217561	0.915220604486	-0.0536104185221	0.77284129015	-0.0195804852465	0.773409319335	-0.000640394327163	0.784717079066	-0.00516727986993
